,Outlier,comment_count,down_votes,reputation,score,up_votes,user_id,view_count,views
116,up_votes,1,7,2445,2,1005,1300519,19,211
117,up_votes,2,7,2445,1,1005,1300519,14,211
170,up_votes,1,242,39423,1,2998,199700,16,6794
171,up_votes,5,242,39423,0,2998,199700,17,6794
210,up_votes,0,32,4092,2,1333,1517244,18,221
218,up_votes,2,461,187688,4,3899,324584,18,27257
219,up_votes,1,1,1533,1,957,394639,14,150
223,up_votes,3,18,3330,0,1584,1446086,20,233
224,up_votes,2,18,3330,0,1584,1446086,18,233
257,up_votes,0,81,4684,0,1599,1124744,14,745
258,up_votes,1,81,4684,0,1599,1124744,10,745
259,up_votes,0,81,4684,0,1599,1124744,13,745
278,up_votes,2,70,5802,0,952,932833,19,510
357,up_votes,0,28,1509,1,1947,486561,15,239
358,up_votes,0,1189,23259,0,3125,487813,12,2940
377,up_votes,0,64,26073,0,6737,730807,5,3088
412,up_votes,0,11,8989,0,2596,1000,14,2270
415,up_votes,0,50,27417,1,971,436028,19,2815
416,up_votes,0,50,27417,0,971,436028,20,2815
428,up_votes,0,52,5653,0,1452,285190,10,500
429,up_votes,0,52,5653,0,1452,285190,18,500
441,up_votes,2,437,36326,0,1600,3049628,10,4245
473,up_votes,2,8,33369,0,2050,296446,17,1609
479,up_votes,0,449,39904,0,4829,1011724,15,4149
486,up_votes,0,26,11425,0,2805,27756,19,4847
487,up_votes,0,26,11425,0,2805,27756,11,4847
488,up_votes,0,26,11425,0,2805,27756,13,4847
489,up_votes,1,26,11425,0,2805,27756,9,4847
490,up_votes,0,26,11425,1,2805,27756,18,4847
491,up_votes,0,26,11425,0,2805,27756,15,4847
492,up_votes,0,26,11425,0,2805,27756,18,4847
493,up_votes,0,26,11425,0,2805,27756,20,4847
494,up_votes,0,26,11425,0,2805,27756,6,4847
497,up_votes,1,4,4368,0,1073,405022,19,569
498,up_votes,0,4,4368,0,1073,405022,17,569
499,up_votes,0,1940,26569,0,1138,477127,17,3273
513,up_votes,0,0,74,0,1919,1905469,18,60
542,up_votes,0,46,12638,0,1689,276193,17,778
544,up_votes,0,22,20898,0,3528,2120261,15,917
545,up_votes,0,22,20898,1,3528,2120261,20,917
558,up_votes,2,730,79076,0,2571,102441,13,6176
559,up_votes,0,730,79076,1,2571,102441,19,6176
560,up_votes,0,730,79076,0,2571,102441,17,6176
561,up_votes,0,730,79076,0,2571,102441,14,6176
569,up_votes,2,2,4826,0,2835,678834,15,1304
570,up_votes,0,2,4826,0,2835,678834,17,1304
571,up_votes,0,2,4826,0,2835,678834,14,1304
599,up_votes,2,1564,3583,0,1602,3899908,20,788
619,up_votes,0,4,937,0,2494,865603,6,156
649,up_votes,0,40,3950,0,896,127670,14,832
650,up_votes,0,21,14345,0,1881,132208,19,690
651,up_votes,2,7,13155,1,1669,876497,20,1277
661,up_votes,0,3,6394,1,1686,3240381,16,608
669,up_votes,2,940,71341,-1,2823,561309,16,4379
670,up_votes,1,940,71341,0,2823,561309,13,4379
678,up_votes,0,24,3416,0,870,3029263,16,261
679,up_votes,3,24,3416,0,870,3029263,20,261
680,up_votes,0,24,3416,0,870,3029263,16,261
681,up_votes,1,24,3416,0,870,3029263,19,261
682,up_votes,0,24,3416,0,870,3029263,9,261
683,up_votes,0,24,3416,0,870,3029263,11,261
684,up_votes,2,24,3416,0,870,3029263,20,261
685,up_votes,1,24,3416,0,870,3029263,14,261
686,up_votes,0,24,3416,0,870,3029263,9,261
687,up_votes,0,24,3416,0,870,3029263,7,261
713,up_votes,0,201,13352,0,1548,261682,19,2076
714,up_votes,6,201,13352,0,1548,261682,19,2076
739,up_votes,0,1480,96868,0,2385,14357,20,8583
740,up_votes,1,1480,96868,0,2385,14357,12,8583
741,up_votes,0,67,10507,0,1262,125663,15,1627
742,up_votes,3,3,4960,0,1451,233076,20,475
743,up_votes,1,106,5390,0,1174,287893,14,655
744,up_votes,0,106,5390,0,1174,287893,18,655
749,up_votes,0,11,10118,0,1777,1281576,16,383
750,up_votes,1,11,10118,1,1777,1281576,13,383
751,up_votes,4,948,6667,1,1093,1477407,19,1136
752,up_votes,4,948,6667,0,1093,1477407,14,1136
753,up_votes,0,948,6667,0,1093,1477407,17,1136
754,up_votes,0,948,6667,0,1093,1477407,18,1136
756,up_votes,0,22,3103,0,1284,1980029,19,300
771,up_votes,0,9,13834,0,1623,6486,14,997
772,up_votes,0,9,13834,1,1623,6486,17,997
784,up_votes,0,519,16616,0,872,933633,19,1145
789,up_votes,3,21,4245,0,1507,389828,19,382
799,up_votes,1,64,4335,3,2143,1543300,18,335
806,up_votes,0,14,3603,0,2485,156446,16,517
812,up_votes,6,56,4583,0,1677,2413722,19,298
813,up_votes,1,24,5150,0,1157,3632206,17,1066
814,up_votes,0,24,5150,0,1157,3632206,12,1066
815,up_votes,0,24,5150,1,1157,3632206,20,1066
816,up_votes,6,24,5150,0,1157,3632206,16,1066
817,up_votes,0,24,5150,0,1157,3632206,14,1066
818,up_votes,3,24,5150,-1,1157,3632206,18,1066
819,up_votes,1,24,5150,0,1157,3632206,9,1066
820,up_votes,0,24,5150,0,1157,3632206,3,1066
821,up_votes,1,24,5150,0,1157,3632206,19,1066
822,up_votes,0,24,5150,0,1157,3632206,18,1066
823,up_votes,0,24,5150,0,1157,3632206,15,1066
824,up_votes,1,24,5150,0,1157,3632206,11,1066
825,up_votes,2,24,5150,1,1157,3632206,19,1066
826,up_votes,0,24,5150,0,1157,3632206,19,1066
831,up_votes,0,22,3165,0,3130,606602,17,1186
835,up_votes,0,8,12838,0,1247,693349,17,831
836,up_votes,0,8,12838,0,1247,693349,13,831
876,up_votes,2,84,30812,1,925,310121,20,1577
880,up_votes,0,21,11195,0,2014,1150311,12,858
889,up_votes,0,55,29477,0,4511,97614,14,2307
890,up_votes,1,55,29477,1,4511,97614,13,2307
913,up_votes,0,8,32400,1,2069,18706,17,2164
914,up_votes,0,8,32400,1,2069,18706,17,2164
921,up_votes,0,679,2978,0,1521,2594742,20,254
940,up_votes,1,14,15994,0,1420,469220,20,1389
959,up_votes,0,283,16763,0,1425,39643,10,1393
960,up_votes,0,283,16763,0,1425,39643,13,1393
961,up_votes,0,3,10301,0,1622,47013,19,585
963,up_votes,1,66,43040,0,1382,174375,20,2789
964,up_votes,2,66,43040,0,1382,174375,20,2789
965,up_votes,2,66,43040,0,1382,174375,20,2789
966,up_votes,3,66,43040,0,1382,174375,20,2789
973,up_votes,0,80,26041,0,1797,319618,8,2531
974,up_votes,3,80,26041,0,1797,319618,16,2531
975,up_votes,0,80,26041,0,1797,319618,11,2531
976,up_votes,0,80,26041,0,1797,319618,17,2531
978,up_votes,0,1,1531,0,3681,1229237,19,152
979,up_votes,0,1,1531,0,3681,1229237,14,152
1216,up_votes,0,962,26919,0,6113,495796,14,5170
1217,up_votes,0,962,26919,-1,6113,495796,19,5170
1218,up_votes,0,962,26919,0,6113,495796,7,5170
1219,up_votes,0,962,26919,0,6113,495796,20,5170
1220,up_votes,0,962,26919,0,6113,495796,8,5170
1228,up_votes,0,106,31771,0,3826,706456,8,2398
1238,up_votes,1,71,1370,0,1013,4846642,14,136
1246,up_votes,0,812,1879,0,2172,1430750,19,287
1250,up_votes,6,26,4172,0,3433,2135045,14,363
1251,up_votes,1,26,4172,0,3433,2135045,17,363
1301,up_votes,2,157,10959,0,1383,695749,14,1118
1302,up_votes,0,157,10959,0,1383,695749,14,1118
1303,up_votes,3,157,10959,0,1383,695749,13,1118
1309,up_votes,4,25,5417,0,1458,2422230,17,262
1310,up_votes,0,25,5417,0,1458,2422230,18,262
1311,up_votes,0,25,5417,0,1458,2422230,13,262
1322,up_votes,0,28,2142,0,933,1684282,16,269
1328,up_votes,0,4,4683,0,1462,227086,14,263
1352,up_votes,0,62,30536,0,2272,151641,15,2146
1353,up_votes,1,14,3815,1,1137,196533,19,186
1354,up_votes,0,449,21315,0,1037,229792,16,2092
1355,up_votes,0,449,21315,1,1037,229792,17,2092
1370,up_votes,0,23,10236,0,1932,575530,14,1355
1371,up_votes,0,23,10236,0,1932,575530,12,1355
1372,up_votes,0,23,10236,0,1932,575530,6,1355
1373,up_votes,1,23,10236,0,1932,575530,16,1355
1374,up_votes,0,23,10236,0,1932,575530,18,1355
1375,up_votes,2,23,10236,0,1932,575530,6,1355
1376,up_votes,0,23,10236,0,1932,575530,12,1355
1396,up_votes,0,29,5747,0,1159,1125402,8,368
1404,up_votes,0,139,1783,0,893,1252987,20,193
1410,up_votes,0,20,13247,0,1339,6604,14,1511
1420,up_votes,0,71,11377,0,1658,283538,17,1549
1421,up_votes,0,71,11377,1,1658,283538,20,1549
1422,up_votes,0,71,11377,0,1658,283538,8,1549
1423,up_votes,0,71,11377,0,1658,283538,18,1549
1424,up_votes,0,71,11377,0,1658,283538,20,1549
1425,up_votes,1,71,11377,0,1658,283538,19,1549
1426,up_votes,0,71,11377,2,1658,283538,14,1549
1427,up_votes,5,71,11377,1,1658,283538,20,1549
1428,up_votes,4,37,14597,0,883,382307,15,1343
1444,up_votes,0,21,2623,0,921,87154,16,478
1445,up_votes,0,66,6377,0,2848,93910,19,746
1446,up_votes,0,21,19061,0,4730,326900,10,921
1449,up_votes,1,39,27966,0,1314,593627,18,3400
1450,up_votes,0,39,27966,0,1314,593627,14,3400
1451,up_votes,0,39,27966,0,1314,593627,18,3400
1517,up_votes,0,3,1912,0,2040,3410518,19,269
1518,up_votes,0,3,1912,1,2040,3410518,12,269
1540,up_votes,0,41,4872,0,1248,353268,19,307
1541,up_votes,0,8468,34547,0,4550,545127,8,9516
1564,up_votes,0,17,13681,0,2506,141022,19,1048
1565,up_votes,0,17,13681,0,2506,141022,15,1048
1566,up_votes,0,189,32311,0,2468,429427,13,1155
1589,up_votes,1,10,10304,0,2402,2270404,14,421
1590,up_votes,4,10,10304,1,2402,2270404,20,421
1624,up_votes,0,20,6508,0,1747,15703,16,720
1670,up_votes,0,116,23815,0,4548,1079110,18,2002
1671,up_votes,3,116,23815,0,4548,1079110,16,2002
1673,up_votes,2,15,4864,0,956,1471604,18,735
1679,up_votes,0,17,11975,0,917,3006737,19,834
1680,up_votes,0,17,11975,0,917,3006737,12,834
1692,up_votes,0,115,4552,0,927,295852,18,245
1693,up_votes,0,154,5848,0,1173,452748,12,1303
1700,up_votes,0,470,3330,0,895,1937198,10,396
1749,up_votes,0,314,2375,-2,1205,5111870,15,709
1774,up_votes,2,16,14031,1,2543,1327651,18,894
1775,up_votes,0,16,14031,0,2543,1327651,8,894
1776,up_votes,0,16,14031,0,2543,1327651,16,894
1777,up_votes,0,16,14031,0,2543,1327651,16,894
1818,up_votes,0,41,3577,0,915,1687972,14,293
1819,up_votes,2,41,3577,0,915,1687972,19,293
1827,up_votes,1,2,5537,1,2347,2550114,16,233
1853,up_votes,0,1022,47168,0,7845,13744,12,3339
1860,up_votes,1,9,11092,0,3698,849697,20,495
1861,up_votes,3,9,11092,0,3698,849697,17,495
1862,up_votes,1,9,11092,0,3698,849697,19,495
1863,up_votes,0,9,11092,0,3698,849697,12,495
1864,up_votes,0,9,11092,0,3698,849697,14,495
1943,up_votes,0,3624,19668,2,2290,70345,20,2877
1978,up_votes,0,34,5626,0,1166,134848,7,1314
1981,up_votes,1,42,21155,0,1006,442351,17,1225
1982,up_votes,1,42,21155,0,1006,442351,16,1225
1983,up_votes,2,42,21155,0,1006,442351,19,1225
1984,up_votes,1,42,21155,0,1006,442351,11,1225
1985,up_votes,0,42,21155,0,1006,442351,15,1225
1986,up_votes,0,42,21155,0,1006,442351,13,1225
1987,up_votes,0,42,21155,1,1006,442351,17,1225
1988,up_votes,3,42,21155,0,1006,442351,17,1225
1989,up_votes,5,42,21155,0,1006,442351,17,1225
1990,up_votes,0,42,21155,0,1006,442351,5,1225
1991,up_votes,0,42,21155,0,1006,442351,11,1225
1992,up_votes,2,42,21155,0,1006,442351,17,1225
1993,up_votes,1,42,21155,0,1006,442351,17,1225
1994,up_votes,0,42,21155,0,1006,442351,17,1225
1995,up_votes,2,42,21155,1,1006,442351,20,1225
1996,up_votes,1,42,21155,0,1006,442351,7,1225
2064,up_votes,0,272,63153,0,2547,16511,15,4808
2065,up_votes,1,102,9272,-1,1728,39722,19,1250
2115,up_votes,0,572,55945,0,2228,37947,19,3541
2139,up_votes,0,46,48375,1,1526,11898,16,2398
2140,up_votes,0,46,48375,1,1526,11898,17,2398
2141,up_votes,0,595,22540,0,2471,15371,18,1276
2142,up_votes,0,595,22540,1,2471,15371,17,1276
2143,up_votes,0,595,22540,0,2471,15371,19,1276
2157,up_votes,0,4,2700,1,1171,199111,16,117
2201,up_votes,0,1,1861,0,1087,187179,17,112
2209,up_votes,0,409,106900,0,2692,1317805,11,9067
2210,up_votes,0,409,106900,0,2692,1317805,13,9067
2228,up_votes,0,80,34287,0,1230,687677,4,2485
2385,up_votes,0,24,3453,0,943,976482,15,229
2386,up_votes,0,24,3453,0,943,976482,15,229
2438,up_votes,0,105,7512,0,7649,1658526,16,754
2439,up_votes,0,105,7512,1,7649,1658526,13,754
2478,up_votes,0,32,24921,0,2970,33051,15,3241
2526,up_votes,0,198,37327,0,1900,38522,13,2872
2527,up_votes,1,198,37327,0,1900,38522,19,2872
2528,up_votes,2,198,37327,0,1900,38522,18,2872
2529,up_votes,0,198,37327,0,1900,38522,7,2872
2530,up_votes,0,198,37327,0,1900,38522,13,2872
2531,up_votes,0,198,37327,0,1900,38522,12,2872
2532,up_votes,2,198,37327,-1,1900,38522,18,2872
2533,up_votes,1,198,37327,-1,1900,38522,19,2872
2534,up_votes,2,198,37327,0,1900,38522,18,2872
2535,up_votes,0,198,37327,0,1900,38522,15,2872
2536,up_votes,0,198,37327,0,1900,38522,18,2872
2537,up_votes,1,198,37327,-1,1900,38522,10,2872
2538,up_votes,4,198,37327,2,1900,38522,20,2872
2539,up_votes,0,198,37327,0,1900,38522,16,2872
2540,up_votes,2,198,37327,0,1900,38522,15,2872
2541,up_votes,0,198,37327,0,1900,38522,6,2872
2542,up_votes,0,198,37327,0,1900,38522,17,2872
2543,up_votes,1,198,37327,1,1900,38522,19,2872
2544,up_votes,1,198,37327,0,1900,38522,14,2872
2583,up_votes,0,64,49689,0,1752,463785,17,4102
2602,up_votes,0,31,3888,0,1870,395295,17,1110
2603,up_votes,4,31,3888,0,1870,395295,10,1110
2604,up_votes,0,31,3888,1,1870,395295,16,1110
2605,up_votes,0,796,41176,0,1793,410636,16,3818
2610,up_votes,0,173,9103,0,2008,1388292,9,677
2611,up_votes,0,173,9103,2,2008,1388292,19,677
2652,up_votes,7,45,6024,0,1804,400691,15,647
2660,up_votes,4,2,890,0,1762,1691719,19,124
2661,up_votes,0,2,890,0,1762,1691719,20,124
2668,up_votes,3,11,2314,-1,1011,5107084,11,189
2669,up_votes,0,11,2314,0,1011,5107084,20,189
2670,up_votes,0,11,2314,1,1011,5107084,20,189
2671,up_votes,1,11,2314,-1,1011,5107084,15,189
2672,up_votes,2,11,2314,0,1011,5107084,18,189
2673,up_votes,1,11,2314,0,1011,5107084,16,189
2674,up_votes,0,11,2314,1,1011,5107084,14,189
2680,up_votes,0,778,13466,2,920,789657,13,4388
2692,up_votes,1,45,2196,0,3782,1060051,7,553
2693,up_votes,1,45,2196,1,3782,1060051,17,553
2694,up_votes,0,45,2196,0,3782,1060051,16,553
2766,up_votes,2,484,28663,0,1577,21061,13,2387
2767,up_votes,3,484,28663,0,1577,21061,19,2387
2768,up_votes,0,484,28663,2,1577,21061,17,2387
2790,up_votes,4,46,17310,1,3414,303612,17,4062
2791,up_votes,2,46,17310,1,3414,303612,15,4062
2795,up_votes,1,1,55042,1,5546,1006010,12,2630
2810,up_votes,2,485,12628,2,5163,940834,18,1792
2811,up_votes,1,22,1953,0,1171,989920,17,2610
2812,up_votes,0,22,1953,0,1171,989920,19,2610
2834,up_votes,1,85,38542,1,2078,2071807,19,1978
2865,up_votes,3,5,7254,0,1210,225813,13,449
2866,up_votes,0,5,7254,0,1210,225813,4,449
2867,up_votes,0,5,7254,1,1210,225813,12,449
2868,up_votes,3,5,7254,0,1210,225813,13,449
2875,up_votes,0,15,5436,0,866,1064869,20,448
2904,up_votes,0,18,13543,0,1866,3189,17,702
2909,up_votes,1,111,2845,0,1223,966535,20,339
2926,up_votes,2,32,13154,0,2591,846476,17,762
2927,up_votes,0,32,13154,0,2591,846476,12,762
2928,up_votes,0,32,13154,0,2591,846476,19,762
2929,up_votes,0,32,13154,0,2591,846476,8,762
2930,up_votes,0,32,13154,0,2591,846476,11,762
2931,up_votes,0,343,5825,1,1541,933198,20,3237
2935,up_votes,0,34,8505,0,1636,1967100,19,377
2945,up_votes,3,5,3527,1,1245,2393012,19,466
2953,up_votes,0,25,16779,0,1782,361842,19,1691
2962,up_votes,2,197,115343,-1,3682,99834,11,8228
2963,up_votes,3,197,115343,-1,3682,99834,16,8228
2964,up_votes,0,197,115343,0,3682,99834,16,8228
2965,up_votes,0,197,115343,0,3682,99834,6,8228
2966,up_votes,4,197,115343,0,3682,99834,18,8228
2967,up_votes,0,197,115343,0,3682,99834,20,8228
2968,up_votes,0,197,115343,0,3682,99834,18,8228
2969,up_votes,0,197,115343,0,3682,99834,19,8228
2970,up_votes,0,197,115343,0,3682,99834,20,8228
2971,up_votes,0,197,115343,0,3682,99834,18,8228
2972,up_votes,0,197,115343,0,3682,99834,10,8228
2973,up_votes,0,197,115343,0,3682,99834,14,8228
2974,up_votes,1,197,115343,1,3682,99834,20,8228
2975,up_votes,1,197,115343,1,3682,99834,15,8228
2976,up_votes,0,197,115343,0,3682,99834,6,8228
2977,up_votes,0,197,115343,1,3682,99834,13,8228
2978,up_votes,0,197,115343,0,3682,99834,7,8228
2979,up_votes,1,197,115343,0,3682,99834,12,8228
2980,up_votes,0,197,115343,-2,3682,99834,18,8228
2981,up_votes,0,197,115343,1,3682,99834,16,8228
2982,up_votes,0,197,115343,0,3682,99834,8,8228
2983,up_votes,0,197,115343,0,3682,99834,20,8228
2984,up_votes,0,197,115343,-2,3682,99834,18,8228
2985,up_votes,4,197,115343,0,3682,99834,9,8228
2986,up_votes,0,197,115343,0,3682,99834,12,8228
3019,up_votes,3,1,2028,0,1239,463978,20,169
3029,up_votes,0,6,2117,0,901,1501497,12,391
3047,up_votes,1,1138,5237,0,996,325900,14,919
3048,up_votes,1,1138,5237,0,996,325900,18,919
3049,up_votes,0,1615,16309,0,5329,1563422,8,5981
3050,up_votes,2,33,11323,0,1455,2091169,19,975
3051,up_votes,0,33,11323,0,1455,2091169,18,975
3052,up_votes,0,33,11323,0,1455,2091169,7,975
3053,up_votes,4,33,11323,1,1455,2091169,17,975
3054,up_votes,2,33,11323,0,1455,2091169,16,975
3055,up_votes,0,33,11323,0,1455,2091169,14,975
3056,up_votes,5,33,11323,0,1455,2091169,14,975
3057,up_votes,0,33,11323,0,1455,2091169,20,975
3058,up_votes,0,33,11323,0,1455,2091169,11,975
3059,up_votes,0,33,11323,1,1455,2091169,20,975
3063,up_votes,3,2,1371,0,1053,2491685,17,468
3074,up_votes,0,220,5737,1,2206,1147385,17,968
3078,up_votes,0,89,5544,0,1092,1238867,6,412
3097,up_votes,10,2,1806,1,1137,1700106,16,197
3105,up_votes,1,10,2700,0,2306,3909886,17,287
3106,up_votes,0,10,2700,1,2306,3909886,18,287
3172,up_votes,1,0,776,0,2095,381158,16,144
3173,up_votes,0,0,776,0,2095,381158,17,144
3197,up_votes,2,18,22239,1,1893,509706,19,1497
3220,up_votes,4,5,7400,0,1053,3398554,19,615
3221,up_votes,2,5,7400,1,1053,3398554,16,615
3222,up_votes,0,5,7400,0,1053,3398554,18,615
3223,up_votes,0,5,7400,0,1053,3398554,20,615
3224,up_votes,0,5,7400,0,1053,3398554,14,615
3225,up_votes,0,5,7400,0,1053,3398554,8,615
3235,up_votes,0,126,23409,0,1452,202168,19,1690
3236,up_votes,0,126,23409,1,1452,202168,16,1690
3237,up_votes,0,126,23409,0,1452,202168,14,1690
3252,up_votes,0,57,5863,0,1157,74302,17,968
3254,up_votes,0,1204,24848,0,2483,500974,15,2310
3289,up_votes,1,19,867,0,1338,4792132,12,205
3290,up_votes,0,19,867,0,1338,4792132,13,205
3302,up_votes,0,138,12653,0,1203,1010632,15,1381
3304,up_votes,0,48,13103,0,3352,1741868,18,1310
3323,up_votes,0,60,31810,1,1158,28543,20,2962
3345,up_votes,3,322,28934,0,1294,31667,10,2418
3346,up_votes,0,322,28934,2,1294,31667,20,2418
3347,up_votes,0,322,28934,1,1294,31667,10,2418
3351,up_votes,0,9,5052,0,1070,1003830,20,288
3385,up_votes,0,1014,6470,0,1199,4631427,20,1228
3525,up_votes,0,97,235072,1,927,6068,17,10965
3526,up_votes,0,97,235072,0,927,6068,10,10965
3527,up_votes,0,97,235072,1,927,6068,18,10965
3528,up_votes,0,97,235072,0,927,6068,11,10965
3529,up_votes,0,97,235072,0,927,6068,19,10965
3530,up_votes,0,97,235072,0,927,6068,6,10965
3531,up_votes,0,97,235072,1,927,6068,11,10965
3532,up_votes,0,30,31280,0,2174,15393,8,2305
3535,up_votes,1,14,4976,0,1089,637609,15,547
3536,up_votes,2,92,8022,1,1838,889583,20,792
3565,up_votes,4,38,3219,0,2065,318414,11,614
3569,up_votes,0,707,32662,1,2579,1612146,16,2318
3583,up_votes,0,22,936,0,1071,1195578,12,204
3594,up_votes,0,182,15546,0,1564,67258,17,1848
3605,up_votes,0,409,5060,0,6825,2107722,20,3839
3606,up_votes,0,409,5060,0,6825,2107722,13,3839
3617,up_votes,0,45,65634,0,1522,95944,20,4584
3624,up_votes,0,10,15157,0,1456,623519,16,402
3625,up_votes,0,10,15157,0,1456,623519,12,402
3626,up_votes,0,10,15157,0,1456,623519,14,402
3627,up_votes,0,10,15157,0,1456,623519,10,402
3628,up_votes,1,10,15157,1,1456,623519,14,402
3672,up_votes,0,8,1544,0,1358,1341694,19,78
3673,up_votes,2,8,1544,0,1358,1341694,20,78
3674,up_votes,0,8,1544,0,1358,1341694,15,78
3714,up_votes,0,759,20302,0,1361,3436942,19,2485
3727,up_votes,0,1233,68266,2,3551,1066031,18,4633
3728,up_votes,2,2,12568,0,1820,1071383,20,475
3729,up_votes,3,2,12568,2,1820,1071383,20,475
3730,up_votes,0,1294,24767,1,2417,1352288,9,2187
3731,up_votes,2,1294,24767,1,2417,1352288,20,2187
3732,up_votes,1,1294,24767,1,2417,1352288,20,2187
3741,up_votes,4,1648,279695,0,1406,507674,18,22360
3743,up_votes,0,9,1839,0,1101,2025108,9,202
3744,up_votes,2,9,1839,0,1101,2025108,11,202
3767,up_votes,0,15,7143,0,1954,601299,20,908
3768,up_votes,0,15,7143,1,1954,601299,16,908
3817,up_votes,2,267,12746,0,1905,2541,20,3832
3861,up_votes,0,6,4521,0,1004,1615183,18,1013
3862,up_votes,0,6,4521,0,1004,1615183,9,1013
3863,up_votes,0,6,4521,1,1004,1615183,16,1013
3864,up_votes,2,6,4521,0,1004,1615183,20,1013
3865,up_votes,0,6,4521,0,1004,1615183,20,1013
3874,up_votes,5,2,2641,0,916,539883,15,154
3885,up_votes,4,23,11118,0,1339,499699,9,632
3921,up_votes,2,5,5096,0,1844,1624933,17,400
3922,up_votes,0,5,5096,0,1844,1624933,13,400
3934,up_votes,0,33,47519,1,943,5017,17,3083
3935,up_votes,0,3,22996,1,2443,94278,16,2215
3936,up_votes,0,3,22996,0,2443,94278,19,2215
3937,up_votes,0,3,22996,0,2443,94278,19,2215
3938,up_votes,0,3,22996,0,2443,94278,16,2215
3939,up_votes,0,3,22996,1,2443,94278,14,2215
3940,up_votes,2,10,9382,0,1213,117507,10,1587
3942,up_votes,0,20,11230,0,1093,271106,19,914
3943,up_votes,1,20,11230,0,1093,271106,11,914
3948,up_votes,3,849,16264,1,1507,930393,18,1744
3957,up_votes,5,73,7143,0,1988,2038544,19,498
3966,up_votes,0,3,1195,0,2033,5269252,17,137
3993,up_votes,1,143,6052,0,1101,5552,12,714
3994,up_votes,0,143,6052,0,1101,5552,11,714
3996,up_votes,2,0,542,0,1295,848850,13,116
4009,up_votes,2,154,1360,0,1227,6084335,12,121
4011,up_votes,4,290,23645,0,3889,156755,16,5226
4014,up_votes,0,139,12407,0,3683,351785,16,784
4067,up_votes,0,154,197771,0,975,12870,20,9458
4068,up_votes,0,154,197771,1,975,12870,20,9458
4069,up_votes,0,154,197771,0,975,12870,17,9458
4070,up_votes,0,67,29864,0,1496,15369,13,2531
4071,up_votes,2,67,29864,0,1496,15369,15,2531
4072,up_votes,1,67,29864,0,1496,15369,19,2531
4073,up_votes,2,67,29864,0,1496,15369,16,2531
4074,up_votes,3,67,29864,0,1496,15369,18,2531
4082,up_votes,2,120,50978,0,2112,356635,20,4399
4083,up_votes,2,47,20547,0,1360,1212017,19,3336
4084,up_votes,0,47,20547,0,1360,1212017,17,3336
4085,up_votes,1,47,20547,0,1360,1212017,16,3336
4108,up_votes,0,266,24503,1,3232,1596545,16,2121
4109,up_votes,1,266,24503,0,3232,1596545,8,2121
4136,up_votes,0,22,55720,0,3128,107409,16,4202
4161,up_votes,0,319,12266,0,4760,180430,15,1008
4163,up_votes,0,16,1673,0,1356,372939,14,145
4166,up_votes,0,257,5822,1,4348,1075247,15,1198
4167,up_votes,5,257,5822,0,4348,1075247,14,1198
4168,up_votes,2,257,5822,0,4348,1075247,15,1198
4169,up_votes,0,257,5822,0,4348,1075247,15,1198
4170,up_votes,0,257,5822,0,4348,1075247,17,1198
4177,up_votes,0,49,5797,0,1076,90608,20,526
4209,up_votes,0,812,38113,0,1737,699224,16,3852
4210,up_votes,0,29,20739,0,4103,1071320,11,1016
4211,up_votes,0,29,20739,0,4103,1071320,15,1016
4212,up_votes,0,29,20739,0,4103,1071320,13,1016
4213,up_votes,0,29,20739,0,4103,1071320,13,1016
4233,up_votes,0,2549,18807,0,3154,1084416,10,4475
4238,up_votes,2,1,15643,1,1779,3894917,16,990
4253,up_votes,0,42,21884,0,1945,435129,17,2032
4254,up_votes,0,42,21884,0,1945,435129,7,2032
4282,up_votes,0,158,5353,0,1538,1998086,4,495
4283,up_votes,1,158,5353,0,1538,1998086,15,495
4284,up_votes,4,13,8905,0,2316,2287576,18,1800
4285,up_votes,0,13,8905,0,2316,2287576,11,1800
4286,up_votes,0,13,8905,0,2316,2287576,15,1800
4287,up_votes,0,13,8905,0,2316,2287576,20,1800
4288,up_votes,3,13,8905,0,2316,2287576,13,1800
4289,up_votes,1,13,8905,2,2316,2287576,18,1800
4290,up_votes,2,13,8905,0,2316,2287576,20,1800
4291,up_votes,0,13,8905,0,2316,2287576,20,1800
4292,up_votes,2,13,8905,0,2316,2287576,9,1800
4293,up_votes,1,13,8905,0,2316,2287576,19,1800
4294,up_votes,3,13,8905,0,2316,2287576,19,1800
4295,up_votes,3,13,8905,0,2316,2287576,20,1800
4296,up_votes,4,13,8905,0,2316,2287576,19,1800
4297,up_votes,2,13,8905,0,2316,2287576,17,1800
4321,up_votes,0,15,3918,0,1224,3229534,14,358
4322,up_votes,0,15,3918,0,1224,3229534,10,358
4323,up_votes,0,15,3918,1,1224,3229534,17,358
4324,up_votes,7,15,3918,0,1224,3229534,20,358
4335,up_votes,0,29,16110,1,1120,28901,19,530
4336,up_votes,0,35,30605,0,1014,107783,20,2351
4337,up_votes,1,35,30605,0,1014,107783,17,2351
4338,up_votes,0,35,30605,0,1014,107783,4,2351
4339,up_votes,0,35,30605,0,1014,107783,10,2351
4340,up_votes,0,35,30605,1,1014,107783,19,2351
4341,up_votes,2,35,30605,0,1014,107783,15,2351
4342,up_votes,0,35,30605,0,1014,107783,19,2351
4343,up_votes,0,35,30605,0,1014,107783,11,2351
4361,up_votes,0,28,21375,0,2064,15825,19,1289
4380,up_votes,0,53,8226,0,1029,61311,10,1149
