,Outlier,comment_count,down_votes,reputation,score,up_votes,user_id,view_count,views
4358,score,1,0,544,-1,8,3464127,20,37
4365,score,3,0,1140,-2,794,630530,15,276
4366,score,3,0,1140,-1,794,630530,20,276
4368,score,7,16,12409,1,450,1019952,17,766
4377,score,0,0,4007,-1,319,1842939,17,555
4388,score,4,2,897,1,81,1870509,11,92
4394,score,0,0,373,-1,37,3506938,19,47
4402,score,0,11,1953,2,26,466750,17,348
4404,score,0,1,5809,1,94,1125496,16,336
4409,score,0,3,977,1,48,1448640,16,40
4419,score,0,0,375,1,33,5479213,19,56
4432,score,0,0,147,1,5,5081979,11,37
4440,score,1,17,7023,-1,256,32027,19,442
4442,score,1,10,6586,1,336,544819,20,335
4446,score,0,0,233,1,16,6078343,16,20
4447,score,5,0,233,1,16,6078343,18,20
4448,score,2,21,7352,1,185,63717,17,854
4450,score,0,14,8105,1,323,155926,16,563
4461,score,0,4,977,1,29,1584736,16,137
4467,score,3,2,363,1,70,6004014,19,97
4469,score,0,176,32077,1,1115,7512,16,2978
4479,score,0,2,420,1,106,1033624,18,17
4480,score,0,2,420,1,106,1033624,11,17
4504,score,0,16,3670,1,1846,1385174,17,525
4509,score,4,0,247,1,122,4104196,14,33
4516,score,0,14,569,1,106,3302584,10,98
4521,score,3,7,3330,-1,219,372364,20,335
4524,score,1,0,317,2,11,1460350,11,22
4531,score,4,7,1521,1,82,4520308,20,369
4535,score,0,7,1521,1,82,4520308,15,369
4542,score,4,7,1521,1,82,4520308,19,369
4545,score,14,7,1521,-1,82,4520308,13,369
4549,score,0,0,69,1,5,5455622,17,0
4551,score,0,0,47,1,2,6066014,20,1
4552,score,0,0,47,1,2,6066014,20,1
4558,score,0,0,33,-2,3,5511533,20,2
4564,score,0,0,33,1,0,5491036,19,3
4568,score,0,0,5,-1,0,6370885,9,4
4571,score,3,0,15,-1,0,6039254,18,4
4573,score,4,0,43,-7,3,6118448,14,5
4574,score,4,0,75,1,3,6185438,19,5
4578,score,1,0,85,1,7,4741847,16,6
4580,score,0,0,36,1,2,6296171,12,6
4581,score,1,0,61,2,2,5244024,16,7
4582,score,3,0,29,1,17,5389357,18,7
4585,score,2,0,35,1,0,1746972,12,7
4599,score,2,0,32,1,0,6089263,19,10
4603,score,0,0,45,1,2,1886762,19,10
4612,score,0,0,29,1,62,2279974,18,13
4618,score,2,0,1,-1,0,5081004,18,0
4656,score,2,0,11,1,0,5673395,17,0
4658,score,1,0,11,1,0,5675070,11,1
4662,score,0,0,11,1,0,3641550,19,4
4663,score,0,0,11,-1,0,3641550,7,4
4676,score,2,0,13,-1,0,6244781,15,4
4679,score,1,0,21,-1,0,5826667,14,17
4684,score,0,0,23,1,0,2841267,10,18
4687,score,0,0,23,1,0,6144622,19,3
4690,score,0,0,23,1,0,3317132,16,6
4692,score,1,0,23,-1,0,5485106,15,6
4698,score,0,0,41,1,0,3861272,14,18
4700,score,0,0,41,1,2,1983834,18,12
137,view_count,0,9,9020,0,201,114865,2,743
820,view_count,0,24,5150,0,1157,3632206,3,1066
2344,view_count,0,0,11,0,0,6311673,3,0
2455,view_count,0,0,283,0,28,621170,2,73
3920,view_count,0,1,738,0,64,1387713,3,103
4699,view_count,0,0,41,0,0,3861272,3,18
1,comment_count,8,2098,30144,0,1264,131809,16,1923
5,comment_count,6,13,2073,0,1964,1499072,18,340
20,comment_count,3,19,2040,0,325,218208,18,464
21,comment_count,4,26,6517,0,166,221284,18,466
40,comment_count,3,56,2498,0,266,2372784,19,363
44,comment_count,5,61,893,0,69,2565581,19,218
53,comment_count,3,11,34006,-1,1262,683553,19,1640
59,comment_count,4,0,351,0,35,2053929,20,55
62,comment_count,7,46,1234,1,121,2393347,19,105
81,comment_count,5,6,494,1,71,3518938,18,36
105,comment_count,3,5,419,1,90,2086789,18,56
115,comment_count,4,0,275,0,23,1218376,17,29
118,comment_count,3,3,685,0,35,1483434,17,73
123,comment_count,3,0,63,0,17,3675617,17,22
129,comment_count,3,0,349,1,11,4382693,17,76
142,comment_count,4,68,6627,1,595,1446048,13,828
145,comment_count,3,0,53,0,5,6084936,16,36
149,comment_count,3,19,3766,1,138,222018,15,226
157,comment_count,5,24,2033,1,445,1030100,14,446
171,comment_count,5,242,39423,0,2998,199700,17,6794
182,comment_count,3,0,244,0,1,5581032,17,61
188,comment_count,8,0,481,0,267,613668,19,51
190,comment_count,4,9,3019,0,246,653292,16,346
213,comment_count,3,2,5118,0,124,2041317,20,842
221,comment_count,4,6,409,0,25,946368,17,31
223,comment_count,3,18,3330,0,1584,1446086,20,233
227,comment_count,5,41,6573,1,315,1957849,18,765
228,comment_count,3,11,4404,0,828,3193542,20,323
237,comment_count,3,33,960,0,56,2310466,16,323
239,comment_count,3,1,244,0,33,4948368,20,73
244,comment_count,7,7,31110,0,401,478144,20,2954
248,comment_count,4,22,2202,0,61,2061989,16,334
260,comment_count,4,5,214,0,32,1545555,12,60
264,comment_count,8,2,592,0,37,2332946,19,52
270,comment_count,4,17,8144,0,493,37941,16,498
273,comment_count,4,0,874,0,2,228674,20,147
283,comment_count,4,1,1094,0,106,3601411,14,150
284,comment_count,4,1,1094,0,106,3601411,20,150
288,comment_count,14,0,117,0,83,5525895,18,36
293,comment_count,4,12,6125,1,88,296346,20,206
304,comment_count,3,2,1021,0,26,2048821,15,96
305,comment_count,3,0,316,-1,71,2729853,20,29
309,comment_count,4,2,157,0,62,3887392,13,19
319,comment_count,7,16,7320,0,668,382788,19,754
327,comment_count,3,33,8192,0,114,384443,18,235
344,comment_count,4,1,3234,0,154,1925574,16,502
359,comment_count,4,3,1494,0,13,591175,16,94
387,comment_count,4,14,603,0,230,4490181,14,74
399,comment_count,7,0,146,0,31,1182120,20,51
401,comment_count,4,0,2514,0,54,1512175,14,98
432,comment_count,3,1,1655,0,113,1691735,12,213
433,comment_count,5,1,1655,-3,113,1691735,19,213
445,comment_count,5,11,3647,0,323,3779667,20,236
448,comment_count,4,0,1345,0,48,4257468,12,87
450,comment_count,3,0,1345,0,48,4257468,18,87
461,comment_count,3,2,2475,0,425,1778169,10,531
464,comment_count,5,0,117,0,11,3579266,16,22
476,comment_count,6,44,2365,0,155,596841,14,443
495,comment_count,5,0,3703,0,56,356582,15,148
507,comment_count,4,69,7471,0,608,567059,14,744
515,comment_count,3,7,2959,0,99,2277139,10,319
518,comment_count,3,7,2959,0,99,2277139,17,319
520,comment_count,3,7,2959,0,99,2277139,19,319
532,comment_count,4,0,246,0,42,1729112,13,21
554,comment_count,5,0,309,1,6,5530683,17,35
575,comment_count,6,0,137,0,14,5200387,10,45
576,comment_count,6,0,115,0,104,5728891,20,53
584,comment_count,3,34,2207,0,174,1243790,19,317
585,comment_count,3,12,8484,0,509,1259261,14,385
590,comment_count,4,0,73,0,6,2420913,15,19
607,comment_count,3,3,799,0,54,414830,14,108
634,comment_count,3,53,22546,0,455,11755,16,2372
653,comment_count,4,0,93,0,23,984146,18,20
672,comment_count,3,7,2822,0,94,1448966,13,236
674,comment_count,3,0,239,0,16,1650724,12,71
679,comment_count,3,24,3416,0,870,3029263,20,261
706,comment_count,4,0,219,0,27,2529106,12,36
714,comment_count,6,201,13352,0,1548,261682,19,2076
720,comment_count,3,0,127,-1,12,2422218,17,39
726,comment_count,4,0,205,0,10,3787555,14,33
732,comment_count,5,0,233,0,29,5414358,17,56
735,comment_count,5,0,233,0,29,5414358,16,56
736,comment_count,3,0,233,0,29,5414358,20,56
737,comment_count,11,0,233,0,29,5414358,20,56
742,comment_count,3,3,4960,0,1451,233076,20,475
751,comment_count,4,948,6667,1,1093,1477407,19,1136
752,comment_count,4,948,6667,0,1093,1477407,14,1136
760,comment_count,6,157,2204,0,97,4141176,19,286
780,comment_count,4,235,26890,0,649,458742,18,1575
781,comment_count,3,235,26890,0,649,458742,14,1575
782,comment_count,4,235,26890,1,649,458742,17,1575
789,comment_count,3,21,4245,0,1507,389828,19,382
794,comment_count,4,1,8833,0,61,1081325,16,228
812,comment_count,6,56,4583,0,1677,2413722,19,298
816,comment_count,6,24,5150,0,1157,3632206,16,1066
818,comment_count,3,24,5150,-1,1157,3632206,18,1066
839,comment_count,4,4,1558,0,59,944788,17,133
842,comment_count,3,0,5,-2,0,1421774,19,55
850,comment_count,6,0,227,0,9,1096040,20,17
861,comment_count,3,28,4860,1,225,1305699,19,277
877,comment_count,6,1,1568,0,4,844070,17,102
901,comment_count,4,22,5059,0,165,873139,18,500
902,comment_count,4,22,5059,1,165,873139,13,500
925,comment_count,3,5,5984,0,315,3581788,19,677
926,comment_count,3,5,5984,0,315,3581788,15,677
934,comment_count,7,0,207,0,18,3582842,15,69
944,comment_count,3,19,1604,0,155,815553,14,284
966,comment_count,3,66,43040,0,1382,174375,20,2789
967,comment_count,7,10,12209,1,192,222151,16,953
974,comment_count,3,80,26041,0,1797,319618,16,2531
977,comment_count,5,13,3171,0,712,578738,17,235
984,comment_count,4,0,1203,0,126,1511689,20,175
986,comment_count,3,0,107,-1,12,1889622,16,68
998,comment_count,4,4,359,0,14,2872408,11,31
1006,comment_count,3,0,25,0,1,2451927,16,1
1010,comment_count,4,0,19,0,0,5874182,17,3
1011,comment_count,6,0,73,0,0,6347959,17,3
1025,comment_count,3,0,121,0,10,3331922,18,6
1027,comment_count,4,0,61,0,14,961261,19,6
1028,comment_count,8,0,36,1,15,3747674,17,6
1035,comment_count,5,0,43,0,0,6166177,20,7
1041,comment_count,7,0,69,1,5,5078761,16,8
1047,comment_count,4,0,43,-1,4,5845920,16,9
1048,comment_count,3,0,29,0,4,3453681,8,9
1058,comment_count,3,0,29,0,0,1456006,20,11
1064,comment_count,3,0,191,0,102,5194215,16,11
1068,comment_count,3,0,53,0,69,6346353,10,12
1070,comment_count,4,0,145,-1,38,1761503,18,12
1072,comment_count,3,0,79,0,2,1487207,18,12
1073,comment_count,5,0,123,1,12,464710,18,12
1075,comment_count,5,0,39,0,0,2487280,16,13
1076,comment_count,4,0,39,1,0,2487280,18,13
1081,comment_count,6,0,39,0,1,3925279,13,13
1082,comment_count,3,0,179,0,12,1432790,20,14
1091,comment_count,3,0,51,0,40,5319918,17,14
1109,comment_count,3,0,1,0,0,6361547,19,1
1128,comment_count,4,0,1,0,0,6282041,16,6
1140,comment_count,8,0,9,0,0,4134528,14,7
1146,comment_count,4,0,11,1,0,2562054,13,3
1162,comment_count,4,0,13,0,0,6413444,20,6
1172,comment_count,3,0,21,0,7,5979431,9,2
1173,comment_count,6,0,21,0,0,3346069,20,3
1180,comment_count,4,0,23,-1,0,3060940,9,38
1186,comment_count,4,0,31,0,4,2299452,20,7
1206,comment_count,3,1,240,-1,70,5102848,13,87
1208,comment_count,3,15,389,0,19,5545947,14,86
1212,comment_count,3,5,3405,0,207,192999,12,141
1236,comment_count,4,0,440,1,27,2221770,13,25
1250,comment_count,6,26,4172,0,3433,2135045,14,363
1258,comment_count,3,0,341,0,22,1233535,18,92
1267,comment_count,3,11,3110,1,406,265431,15,488
1269,comment_count,3,11,3110,1,406,265431,18,488
1276,comment_count,5,0,61,0,2,5636181,20,18
1277,comment_count,8,434,4693,2,753,5897602,19,795
1279,comment_count,8,434,4693,0,753,5897602,16,795
1281,comment_count,5,434,4693,1,753,5897602,19,795
1294,comment_count,3,10,480,0,45,6204844,14,44
1303,comment_count,3,157,10959,0,1383,695749,13,1118
1309,comment_count,4,25,5417,0,1458,2422230,17,262
1324,comment_count,3,0,150,0,14,3395049,20,103
1325,comment_count,3,0,371,0,41,4615581,15,45
1344,comment_count,5,3,179,0,245,6140842,20,63
1351,comment_count,4,0,5229,1,57,97925,17,365
1390,comment_count,5,23,11623,0,519,180420,19,805
1394,comment_count,3,6,735,1,41,357747,15,127
1395,comment_count,3,20,1508,-1,112,479129,18,97
1407,comment_count,7,0,131,0,7,3192803,20,26
1409,comment_count,3,0,119,0,17,4749176,14,20
1415,comment_count,4,10,747,0,111,3412847,18,83
1418,comment_count,4,26,251,0,7,6044058,13,35
1419,comment_count,5,0,81,-1,2,6305574,14,31
1427,comment_count,5,71,11377,1,1658,283538,20,1549
1428,comment_count,4,37,14597,0,883,382307,15,1343
1430,comment_count,6,0,1958,1,48,1134275,8,202
1438,comment_count,7,7,2548,0,126,2840178,19,404
1455,comment_count,5,16,4520,0,150,1094001,15,757
1457,comment_count,3,1,236,0,23,2046646,16,48
1458,comment_count,5,1,236,0,23,2046646,19,48
1478,comment_count,3,0,323,0,12,2566682,20,150
1479,comment_count,3,0,323,0,12,2566682,19,150
1481,comment_count,4,0,477,0,6,3657339,16,157
1492,comment_count,3,1,3915,1,724,1572408,19,255
1497,comment_count,15,58,3824,0,142,2346961,13,330
1502,comment_count,4,0,1118,0,15,3291266,17,200
1562,comment_count,3,0,899,0,45,6144451,20,305
1569,comment_count,6,12,1992,0,178,1107595,20,233
1580,comment_count,4,1,212,0,94,1031404,16,62
1590,comment_count,4,10,10304,1,2402,2270404,20,421
1601,comment_count,7,25,1247,0,178,3233459,15,121
1611,comment_count,4,1,528,0,13,4512316,16,80
1612,comment_count,7,0,653,0,138,5524120,13,157
1616,comment_count,3,0,653,0,138,5524120,19,157
1618,comment_count,3,0,653,0,138,5524120,19,157
1626,comment_count,3,16,21898,0,355,759076,20,1798
1629,comment_count,5,7,1482,1,81,1049464,17,61
1630,comment_count,3,5,2427,0,264,1050179,19,234
1650,comment_count,3,15,55182,0,98,343204,11,2363
1658,comment_count,3,7,242,0,20,3419903,12,53
1669,comment_count,5,1,278,0,59,917651,18,75
1671,comment_count,3,116,23815,0,4548,1079110,16,2002
1696,comment_count,3,3,816,1,50,1677045,18,106
1718,comment_count,3,24,6467,0,187,726965,15,684
1726,comment_count,10,24,6467,0,187,726965,20,684
1728,comment_count,6,24,6467,1,187,726965,16,684
1734,comment_count,3,11,834,0,78,1630276,19,74
1735,comment_count,3,20,3309,0,186,1894453,18,165
1744,comment_count,8,0,165,0,4,4470516,20,39
1745,comment_count,3,0,165,0,4,4470516,9,39
1748,comment_count,8,0,165,0,4,4470516,19,39
1755,comment_count,3,0,807,0,15,601587,18,237
1757,comment_count,3,0,807,0,15,601587,19,237
1761,comment_count,3,69,2747,0,106,2131092,11,152
1780,comment_count,4,0,85,0,5,1978018,15,25
1787,comment_count,4,0,138,0,1,4981694,17,21
1796,comment_count,3,16,5295,0,512,521392,10,348
1797,comment_count,7,16,5295,0,512,521392,19,348
1801,comment_count,3,0,249,0,35,2635961,19,43
1802,comment_count,3,19,3098,0,442,2921817,17,467
1804,comment_count,6,0,192,0,4,3296687,19,25
1828,comment_count,4,0,683,0,47,2711331,17,55
1849,comment_count,3,2,1023,1,39,4916475,20,103
1861,comment_count,3,9,11092,0,3698,849697,17,495
1867,comment_count,3,0,3025,0,152,1304016,17,273
1869,comment_count,3,0,3025,0,152,1304016,17,273
1871,comment_count,3,0,3025,0,152,1304016,19,273
1872,comment_count,3,0,3025,-1,152,1304016,10,273
1873,comment_count,7,0,3025,0,152,1304016,18,273
1875,comment_count,5,0,3025,0,152,1304016,19,273
1889,comment_count,3,0,151,0,195,5306869,10,30
1896,comment_count,4,6,8908,0,161,384478,11,534
1916,comment_count,7,16,1455,0,78,1399728,20,117
1919,comment_count,3,2,925,0,212,3112985,14,75
1925,comment_count,5,27,1871,0,352,1164789,19,698
1929,comment_count,3,27,1871,0,352,1164789,20,698
1936,comment_count,4,0,89,0,2,3960873,17,40
1938,comment_count,4,0,89,1,2,3960873,16,40
1945,comment_count,3,1,622,0,56,1065727,20,81
1951,comment_count,3,0,172,1,27,5558115,17,49
1952,comment_count,5,0,172,0,27,5558115,17,49
1969,comment_count,3,1,346,0,106,1821242,20,93
1975,comment_count,3,45,4354,0,157,109347,17,708
1988,comment_count,3,42,21155,0,1006,442351,17,1225
1989,comment_count,5,42,21155,0,1006,442351,17,1225
2008,comment_count,3,0,1141,0,17,296530,17,72
2014,comment_count,4,29,6199,0,414,595305,16,1272
2018,comment_count,4,86,6625,1,659,1100874,20,767
2023,comment_count,7,2,1331,0,121,1472266,18,205
2025,comment_count,7,4,433,0,38,1777857,20,126
2032,comment_count,4,28,693,0,178,6155692,13,75
2046,comment_count,4,2,564,0,15,562433,19,22
2050,comment_count,4,0,474,0,47,2156707,20,50
2083,comment_count,3,1,212,0,13,5120312,13,68
2088,comment_count,3,0,385,0,10,1329974,15,48
2093,comment_count,3,1,172,0,117,5830659,15,27
2096,comment_count,4,29,7033,1,162,876937,15,440
2097,comment_count,3,29,7033,0,162,876937,19,440
2120,comment_count,3,2,519,0,16,1468915,18,31
2128,comment_count,3,1,608,0,74,3877909,11,64
2148,comment_count,8,2,367,0,25,1361500,19,44
2153,comment_count,6,8,368,0,4,5267999,17,38
2164,comment_count,5,1,921,0,73,1970448,20,94
2165,comment_count,4,0,331,-1,28,2126810,16,115
2172,comment_count,3,12,897,1,144,134118,17,103
2180,comment_count,6,15,9272,0,686,571353,20,1072
2182,comment_count,3,2,2396,0,133,1094442,20,595
2193,comment_count,10,1,264,0,63,3482098,20,34
2194,comment_count,3,0,281,0,32,4206036,18,26
2202,comment_count,4,30,7290,0,492,221342,20,480
2208,comment_count,4,3,1046,1,39,526428,11,48
2218,comment_count,6,6,1156,0,123,5718237,13,113
2263,comment_count,3,0,48,-2,51,6008400,15,6
2267,comment_count,3,0,37,0,4,1382366,9,7
2279,comment_count,7,0,101,0,0,1851052,19,8
2283,comment_count,8,0,147,0,33,1551819,17,9
2285,comment_count,3,0,35,0,3,3706520,18,9
2288,comment_count,3,0,58,-1,1,6426220,16,9
2290,comment_count,3,0,49,0,0,3623637,18,10
2294,comment_count,3,0,97,0,23,959127,20,11
2297,comment_count,4,3,235,0,33,5480344,20,12
2303,comment_count,4,0,51,0,28,6244137,20,13
2309,comment_count,5,0,83,-1,1,4534218,17,13
2310,comment_count,4,0,1,-1,0,5986483,20,17
2314,comment_count,4,0,1,0,0,6393914,8,0
2331,comment_count,4,0,1,0,0,6046596,13,5
2333,comment_count,3,0,1,0,0,6002168,14,6
2336,comment_count,4,0,3,-4,0,4804161,19,0
2341,comment_count,3,0,3,0,0,4292322,20,3
2351,comment_count,5,0,11,0,0,4596877,13,9
2354,comment_count,3,0,13,0,0,5671152,17,17
2360,comment_count,10,0,13,-1,0,3476240,18,9
2361,comment_count,5,0,21,0,0,3484026,13,15
2381,comment_count,4,3,1047,0,235,638400,19,193
2390,comment_count,4,0,103,0,20,2136674,14,28
2395,comment_count,3,19,1080,0,56,5577674,19,111
2397,comment_count,4,19,1080,0,56,5577674,13,111
2404,comment_count,3,18,2415,0,279,387761,18,252
2409,comment_count,3,3,1339,0,523,1365650,19,368
2419,comment_count,4,18,2891,0,288,759924,13,317
2444,comment_count,3,0,139,0,32,4239367,19,43
2459,comment_count,3,0,281,1,10,1038598,18,24
2469,comment_count,3,2,932,0,226,2542919,15,138
2480,comment_count,8,34,1981,0,256,237258,18,259
2482,comment_count,3,1,493,0,13,670163,15,145
2499,comment_count,3,0,479,0,32,4511007,18,90
2504,comment_count,5,0,129,0,0,6357705,17,17
2510,comment_count,8,21,3450,0,91,1587951,12,215
2513,comment_count,3,3,1229,0,93,1775718,12,85
2538,comment_count,4,198,37327,2,1900,38522,20,2872
2547,comment_count,3,0,1127,0,16,1284680,12,79
2569,comment_count,3,0,243,0,3,3125923,19,26
2570,comment_count,3,0,243,-2,3,3125923,19,26
2572,comment_count,4,7,1286,1,175,4169411,19,301
2603,comment_count,4,31,3888,0,1870,395295,10,1110
2608,comment_count,3,5,1102,0,97,1165189,18,82
2616,comment_count,7,0,17,0,0,1895029,9,21
2623,comment_count,6,0,129,0,9,3837050,20,26
2625,comment_count,3,0,5784,0,431,26086,20,598
2626,comment_count,4,1,11468,0,281,1005499,20,348
2650,comment_count,7,4,285,0,76,4498202,19,35
2652,comment_count,7,45,6024,0,1804,400691,15,647
2656,comment_count,3,21,777,0,51,1527537,18,85
2660,comment_count,4,2,890,0,1762,1691719,19,124
2665,comment_count,4,0,583,1,3,2459062,15,41
2668,comment_count,3,11,2314,-1,1011,5107084,11,189
2679,comment_count,3,0,4553,0,0,538847,18,245
2683,comment_count,3,0,498,0,9,1659631,20,49
2689,comment_count,3,10,21421,0,256,24109,18,933
2703,comment_count,4,10,486,0,22,2908971,14,68
2708,comment_count,3,8,423,-1,27,4514399,16,70
2713,comment_count,5,0,119,0,30,664572,15,27
2717,comment_count,4,8,1686,0,158,2086839,17,229
2718,comment_count,4,9,6990,0,203,2957677,18,486
2722,comment_count,3,27,5696,0,112,3562271,18,310
2725,comment_count,11,6,569,0,14,5666482,15,92
2728,comment_count,3,1,2100,0,175,185668,18,332
2729,comment_count,4,13,4273,0,232,362840,9,415
2733,comment_count,4,13,4273,0,232,362840,10,415
2743,comment_count,4,0,1385,0,104,1204446,13,261
2763,comment_count,3,72,3326,0,285,3697264,20,1003
2767,comment_count,3,484,28663,0,1577,21061,19,2387
2772,comment_count,3,6,1196,0,67,837787,18,171
2776,comment_count,6,6,1196,0,67,837787,18,171
2777,comment_count,4,6,1196,0,67,837787,16,171
2785,comment_count,4,1,701,-1,70,3779507,15,190
2787,comment_count,4,0,193,1,95,5775994,16,22
2790,comment_count,4,46,17310,1,3414,303612,17,4062
2814,comment_count,6,44,6788,0,809,1324741,16,816
2822,comment_count,4,1,405,0,9,3495792,19,32
2827,comment_count,3,0,113,0,22,1606637,19,47
2835,comment_count,4,10,3924,0,387,2645833,17,247
2839,comment_count,5,2,3820,0,94,3677259,15,247
2843,comment_count,4,0,169,0,24,4916173,12,46
2863,comment_count,4,2,230,0,26,6142676,18,55
2865,comment_count,3,5,7254,0,1210,225813,13,449
2868,comment_count,3,5,7254,0,1210,225813,13,449
2873,comment_count,3,5,1106,0,27,1003009,16,126
2879,comment_count,3,5,4257,0,66,1838651,19,361
2883,comment_count,3,85,2240,0,217,2762432,12,176
2885,comment_count,5,0,203,-1,44,5224239,17,31
2890,comment_count,5,0,99,0,5,6018983,17,91
2893,comment_count,3,6,4781,0,293,1045446,14,218
2898,comment_count,3,2,2548,0,383,1939370,18,110
2915,comment_count,3,16,9290,0,225,1303170,16,1194
2918,comment_count,4,1,1295,0,31,1918788,20,95
2945,comment_count,3,5,3527,1,1245,2393012,19,466
2952,comment_count,3,8,6499,0,695,197302,20,376
2956,comment_count,4,0,111,0,27,1486242,20,15
2957,comment_count,3,9,858,0,224,3033149,14,113
2963,comment_count,3,197,115343,-1,3682,99834,16,8228
2966,comment_count,4,197,115343,0,3682,99834,18,8228
2985,comment_count,4,197,115343,0,3682,99834,9,8228
2998,comment_count,4,97,7848,0,726,958464,18,1599
3000,comment_count,4,97,7848,0,726,958464,16,1599
3010,comment_count,5,1,1586,0,31,3358046,20,145
3012,comment_count,3,49,6229,1,351,3607273,18,912
3019,comment_count,3,1,2028,0,1239,463978,20,169
3042,comment_count,9,17,937,0,148,5005784,20,214
3043,comment_count,3,17,937,0,148,5005784,18,214
3053,comment_count,4,33,11323,1,1455,2091169,17,975
3056,comment_count,5,33,11323,0,1455,2091169,14,975
3061,comment_count,3,3,2417,0,246,636866,12,95
3063,comment_count,3,2,1371,0,1053,2491685,17,468
3069,comment_count,4,0,153,0,148,5873521,11,14
3072,comment_count,6,1,3942,0,150,705589,18,423
3073,comment_count,4,7,4955,0,743,1049903,11,927
3081,comment_count,5,0,231,0,68,2199898,9,45
3089,comment_count,3,0,1084,0,36,1246086,17,87
3091,comment_count,3,3,917,1,100,1446264,20,130
3096,comment_count,3,3,917,0,100,1446264,17,130
3097,comment_count,10,2,1806,1,1137,1700106,16,197
3099,comment_count,6,18,1976,-1,160,2816909,16,184
3112,comment_count,3,0,187,0,23,5980207,8,79
3120,comment_count,5,0,359,0,4,1237811,18,122
3125,comment_count,7,21,4711,-2,178,1479619,18,548
3128,comment_count,3,15,4958,1,581,1735653,17,454
3130,comment_count,3,0,253,0,15,1777031,20,51
3137,comment_count,3,1,335,1,16,6138721,14,52
3139,comment_count,4,10,4206,0,127,287732,15,546
3144,comment_count,3,2,3139,0,65,1752935,19,322
3146,comment_count,4,2,3139,0,65,1752935,16,322
3152,comment_count,5,2,3139,0,65,1752935,13,322
3171,comment_count,3,0,166,0,53,4258956,16,21
3180,comment_count,4,0,153,0,3,4901188,20,20
3196,comment_count,3,9,1503,0,324,450706,18,330
3206,comment_count,3,5,1702,0,13,62831,14,140
3220,comment_count,4,5,7400,0,1053,3398554,19,615
3230,comment_count,4,6,1007,0,219,4543112,14,95
3233,comment_count,3,6,1007,0,219,4543112,15,95
3240,comment_count,3,0,199,0,35,967698,20,111
3243,comment_count,4,59,1142,0,79,1276856,10,438
3248,comment_count,10,0,177,0,4,3410053,18,42
3257,comment_count,4,4,3227,-2,77,1577959,17,254
3270,comment_count,4,15,929,0,158,1776732,18,108
3277,comment_count,4,6,1728,1,186,29573,16,266
3281,comment_count,11,65,11494,1,367,404568,19,966
3285,comment_count,3,9,5273,0,282,1160747,16,290
3292,comment_count,3,48,2210,0,748,14250,12,458
3296,comment_count,7,6,1125,-1,116,598832,16,68
3314,comment_count,3,0,81,0,13,3930191,14,44
3325,comment_count,6,3,407,0,234,875393,18,52
3336,comment_count,5,0,989,0,5,361211,18,58
3344,comment_count,4,1,1083,0,34,4177694,14,22
3345,comment_count,3,322,28934,0,1294,31667,10,2418
3355,comment_count,6,0,579,0,45,1464618,18,67
3362,comment_count,3,10,1407,0,33,2715435,13,186
3363,comment_count,3,0,97,0,39,2946932,20,24
3373,comment_count,3,5,371,0,143,1753935,18,48
3374,comment_count,4,3,1922,1,253,2245934,17,238
3399,comment_count,3,0,35,0,0,6329627,17,5
3405,comment_count,3,0,19,0,0,2249823,19,6
3432,comment_count,10,0,38,0,0,5679437,19,9
3440,comment_count,3,0,55,0,9,3879560,14,11
3442,comment_count,3,0,139,1,2,2685382,20,12
3445,comment_count,4,0,59,0,0,3435172,14,12
3468,comment_count,3,0,1,0,0,6320338,19,5
3483,comment_count,3,0,3,0,0,2137559,6,4
3485,comment_count,3,0,3,-1,0,4495734,19,5
3494,comment_count,3,0,11,0,0,2799176,20,1
3498,comment_count,5,0,11,0,0,6337354,16,8
3500,comment_count,6,0,13,1,0,5534424,12,0
3503,comment_count,3,0,13,1,0,467021,17,9
3510,comment_count,5,0,23,0,14,5900517,20,111
3512,comment_count,8,0,23,0,0,5304130,16,6
3520,comment_count,4,0,31,0,0,2686371,16,18
3539,comment_count,6,27,588,0,58,2420976,18,144
3540,comment_count,5,80,3015,0,66,2499892,16,211
3546,comment_count,5,4,1100,0,6,3804924,20,67
3553,comment_count,5,133,5299,0,275,5045227,18,620
3565,comment_count,4,38,3219,0,2065,318414,11,614
3577,comment_count,4,0,239,0,2,6019597,13,94
3581,comment_count,4,14,5500,0,598,1077188,18,404
3590,comment_count,10,0,29,0,0,3295134,15,22
3604,comment_count,3,0,167,0,21,1712112,19,24
3623,comment_count,4,12,7709,0,72,126970,17,415
3631,comment_count,4,11,1041,0,208,1600679,18,99
3643,comment_count,3,2,1436,1,27,491284,19,63
3652,comment_count,4,14,3947,1,759,3059024,14,297
3657,comment_count,4,0,122,0,12,3812866,16,34
3661,comment_count,3,0,77,0,72,5127347,15,15
3666,comment_count,7,11,3982,0,653,369313,20,519
3667,comment_count,5,148,1692,0,509,1178075,16,154
3678,comment_count,3,4,618,0,98,2011368,7,65
3693,comment_count,3,2,828,0,58,1477313,20,75
3698,comment_count,4,2,828,0,58,1477313,18,75
3701,comment_count,3,1,564,1,34,2135219,17,139
3713,comment_count,6,0,403,0,13,3374382,16,32
3717,comment_count,3,0,86,0,6,4573666,20,67
3719,comment_count,4,31,17062,0,244,56007,20,608
3722,comment_count,6,1,333,0,102,370092,16,146
3729,comment_count,3,2,12568,2,1820,1071383,20,475
